Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Name,Roaster,Rating,With Milk,Acidity
"Crystal Lake, Illinois","Rwenzori Mountains, western Uganda",Medium-Light,51/78,$19.75/16 ounces,September 2017,8.0,9.0,9.0,9.0,8.0,Uganda Fair Trade Bukonzo,Conscious Cup Coffee Roasters,93.0,,
"Dubai, United Arab Emirates","LImmu Woreda, Oromia Zone, southern Ethiopia",Medium-Light,58/78,AED $95.00/250 grams,September 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Limmu Organic Kebena Kossa,Jebena Coffees,93.0,,
"Youngstown, Ohio","Marcala growing region, La Paz Department, Honduras",Medium-Light,55/82,$14.00/10 ounces,September 2017,9.0,8.0,9.0,8.0,7.0,Honduras Finca Jerusalen,Branch Street Coffee Roasters,91.0,,
"Tulsa, Oklahoma","Guji Zone, southern Ethiopia",Medium-Light,54/74,$15.99/12 ounces,September 2017,8.0,8.0,8.0,9.0,7.0,Ethiopia Shakisso,Topeca Coffee Roasters,90.0,,
"Durango, Colorado","Pitalito, Huila Department, southern Colombia",Medium-Light,55/77,$12.95/12 ounces,September 2017,9.0,9.0,9.0,9.0,8.0,Colombia Finca Campoalegre,Durango Coffee Company,94.0,,
"Tulsa, Oklahoma","Baringo and Nakura Counties, central Kenya",Medium-Light,53/76,$15.99/12 ounces,September 2017,9.0,9.0,9.0,9.0,8.0,Kenya Boma AA,Topeca Coffee Roasters,94.0,,
"Daejeon, South Korea","Guji Zone, southern Ethiopia",Light,60/82,"KRW $13,000/200 grams",September 2017,9.0,9.0,9.0,9.0,8.0,Ethiopia Guji Zone Natural,Coffee Dusk Roasters,94.0,,
"Tulsa, Oklahoma","Baringo and Nakura Counties, central Kenya",Medium-Light,54/76,$16.99/12 ounces,September 2017,9.0,9.0,9.0,9.0,8.0,Kenya Boma Peaberry,Topeca Coffee Roasters,94.0,,
"Markham, Ontario, Canada","Bench-Maji Zone, Southern Ethiopia",Medium-Light,54/74,CAD $30.00/100 grams,September 2017,9.0,9.0,9.0,9.0,9.0,Gesha Village Auction Lot 26 Gori Gesha Natural,Hatch Coffee,95.0,,
"Kaohslung City, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,64/86,$37.00/4 ounces,September 2017,9.0,9.0,9.0,9.0,9.0,Gesha Village Lot 76 Nasha Block,Ho Soo Tsai,95.0,,
"Chia-Yi, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,56/77,NT $3200/16 ounces,September 2017,9.0,9.0,9.0,10.0,8.0,Gesha Village Natural Oma Block Lot 72,Kakalove Cafe,95.0,,
"Charlottesville, Virginia","Bench-Maji Zone, Southern Ethiopia",Medium-Light,54/78,$75.00/8 ounces,September 2017,10.0,9.0,9.0,9.0,8.0,"Gesha Village 1931, Lot 86",Mudhouse Coffee Roasters,95.0,,
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$50.00/8 ounces,September 2017,9.0,9.0,9.0,9.0,8.0,Esmeralda Special Auction Washed Geisha,Dragonfly Coffee Roasters,94.0,,
"Lincoln, California","Boquete growing region, western Panama",Medium-Dark,34/52,$29.99/12 ounces,September 2017,9.0,9.0,8.0,9.0,9.0,Panama Geisha,San Francisco Bay Coffee,94.0,,
"Richmond, Virginia","Acatenango growing region, central Guatemala",Medium-Light,57/78,$29.99/8 ounces,September 2017,9.0,9.0,8.0,9.0,8.0,Guatemala Acatenango Gesha,Ironclad Coffee Roasters,93.0,,
"Yilan City, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,53/74,NT $800/113.5 grams,September 2017,9.0,8.0,9.0,9.0,8.0,Gesha Village Ethiopia Lot #18 Illubabor Washed,GK Coffee,93.0,,
"Branford, Connecticut","Huehuetenango Department, Guatemala",Medium-Light,52/76,$65.00/12 ounces,September 2017,8.0,8.0,9.0,9.0,9.0,Guatemala El Injerto Legendary Gesha,Willoughby's Coffee & Tea,93.0,,
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$50.00/8 ounces,September 2017,9.0,10.0,9.0,9.0,9.0,Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera,Dragonfly Coffee Roasters,96.0,,
"Portland, Oregon","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,55/76,$15.00/250 grams,August 2017,9.0,8.0,9.0,9.0,8.0,Kilenso Ethiopia Natural,Coava Coffee Roasters,93.0,,
"Billings, Montana","Mantiqeiras de Minas growing region, Minas Gerais State, Brazil",Medium-Light,55/75,$15.00/12 ounces,August 2017,9.0,7.0,8.0,9.0,8.0,Brazil Paulo Ribeiro Rocha,Revel Coffee,91.0,,
"Youngstown, Ohio","Huila Department, southern Colombia",Medium-Light,53/77,$13.50/10 ounces,August 2017,8.0,9.0,9.0,9.0,8.0,Colombia Daniel Ortega,Branch Street Coffee Roasters,93.0,,
"Youngstown, Ohio","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/80,$13.50/10 ounces,August 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Washed Adado Gr 1,Branch Street Coffee Roasters,93.0,,
"Madison, Wisconsin","Antigua growing region, central Guatemala",Medium-Light,56/78,$16.95/12 ounces,August 2017,9.0,8.0,9.0,9.0,8.0,Bella Carmona Guatemala,JBC Coffee Roasters,93.0,,
"Ithaca, New York","Tarrazu growing region, Costa Rica",Medium-Light,55/75,$14.99/12 ounces,August 2017,8.0,8.0,8.0,8.0,8.0,Costa Rica La Cereza Roja Semi-Washed,Ithaca Coffee Company,90.0,,
"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,53/77,$18.95/12 ounces,August 2017,9.0,,9.0,9.0,9.0,Karuthi Espresso,JBC Coffee Roasters,95.0,9.0,
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,51/73,$17.25/12 ounces,August 2017,9.0,,9.0,9.0,8.0,Chelelektu Espresso,JBC Coffee Roasters,94.0,9.0,
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/77,$17.25/12 ounces,August 2017,9.0,8.0,8.0,9.0,8.0,Chelelektu Ethiopia,JBC Coffee Roasters,93.0,,
"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,53/76,$18.95/12 ounces,August 2017,9.0,9.0,9.0,9.0,9.0,Karuthi Kenya,JBC Coffee Roasters,95.0,,
"Santa Rosa Beach, Florida","Narino Department, southern Colombia",Medium,46/64,$29.95/6 ounces,August 2017,9.0,9.0,9.0,9.0,9.0,Finca El Obraje Colombia Gesha,Amavida Coffee Roasters,95.0,,
"Seoul, South Korea","Nyeri growing region, south-central Kenya",Medium-Dark,41/49,"KRW 19,000/200 grams",August 2017,9.0,9.0,9.0,9.0,8.0,Kenya AA Top Nyeri Tekangu Tegu Microlot,Another Beans Coffee Roasters,94.0,,
"Missoula, Montana","Cajamarca growing region, Peru",Medium-Dark,45/55,$15.50/12 ounces,August 2017,9.0,8.0,9.0,9.0,8.0,Peru Cajamarca Organic,Black Coffee Roasting,93.0,,
"Medford, Oregon",Southern Ethiopia,Dark,32/38,$14.00/12 ounces,August 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Organic Dark,Mellelo Coffee Roasters,93.0,,
"Montrose, Colorado",Mexico; Brazil,Medium-Dark,46/52,$12.00/250 grams,August 2017,8.0,8.0,9.0,9.0,8.0,Chimney Rock Blend,Cimarron Coffee Roasters,92.0,,
"Tequesta, Florida","Northern Sumatra, Indonesia",Medium-Dark,39/49,$15.75/12 ounces,August 2017,9.0,8.0,9.0,9.0,7.0,Sumatra Tanah Karo,Oceana Coffee,92.0,,
"Ukiah, California",Not disclosed,Medium-Dark,45/55,$14.00/12 ounces,August 2017,9.0,,8.0,8.0,8.0,Duomo Espresso Northern Italian Style,Black Oak Coffee Roasters,91.0,,8.0
"San Rafael, California","Ethiopia; Sumatra, Indonesia",Medium-Dark,44/56,$15.95/12 ounces,August 2017,8.0,8.0,8.0,9.0,8.0,Mocha Java Blend Fair Trade Organic,Equator Coffees & Teas,91.0,,
"San Diego, California","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia",Medium-Dark,39/46,$24.00/12 ounces,August 2017,9.0,8.0,8.0,9.0,7.0,Ethiopia Baraka Buna,The WestBean Coffee Roasters,91.0,,
"Charlotte, North Carolina",Not disclosed,Medium-Dark,45/55,$12.99/12 ounces,August 2017,9.0,8.0,8.0,8.0,7.0,Dreamlands Blend,Magnolia Coffee,90.0,,
"Columbus, Ohio","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia",Medium-Dark,45/52,$15.00/12 ounces,August 2017,8.0,8.0,8.0,8.0,8.0,Ethiopia Yirgacheffe Aricha,Brioso Coffee,90.0,,
"Fairfax, Virginia","Lintong growing region, northern Sumatra, Indonesia",Medium-Dark,40/51,$12.00/10 ounces,August 2017,8.0,8.0,8.0,9.0,7.0,Sumatra Narata Nauli,Kustomcoffee,90.0,,
"Taipei, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/82,NT $550/8 ounces,August 2017,9.0,9.0,9.0,10.0,8.0,Washed Ethiopia Yirgacheffe Banko Gotiti,Green Stone Coffee,95.0,,
"Ramsey, Minnesota","Lintong growing region, North Sumatra Province, Sumatra, Indonesia",Medium-Light,55/77,$16.95/12 ounces,August 2017,9.0,8.0,9.0,9.0,9.0,Sumatra Danau Toba,Paradise Roasters,94.0,,
"Lexington, Virginia","Bungoma region, western Kenya",Light,60/84,$18.95/12 ounces,August 2017,9.0,9.0,9.0,9.0,8.0,Kapsakiso Kenya,Lexington Coffee Roasters,94.0,,
"Santa Monica, California","Shakiso growing district, Guji Zone, Oromia Region, southern Ethiopia",Medium,49/72,$20.00/12 ounces,August 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Oromia,Caffe Luxxe,93.0,,
"Ramsey, Minnesota","Kalehe, South Kivu Province, Democratic Republic of the Congo",Medium-Light,60/78,$16.95/12 ounces,August 2017,8.0,8.0,9.0,9.0,8.0,Congo Natural,Paradise Roasters,92.0,,
"Chia-Yi, Taiwan","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,58/80,NT $550/16 ounces,August 2017,9.0,9.0,9.0,9.0,9.0,Ethiopia Washed Kayon Mountain,Kakalove Cafe,95.0,,
"Crystal Lake, Illinois","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/76,$22.00/16 ounces,July 2017,9.0,8.0,8.0,9.0,8.0,Ethiopia Yirgacheffe,Conscious Cup Coffee Roasters,92.0,,
"Chino, California","Yirgacheffe growing region, southern Ethiopia",Medium,48/73,$21.00/12 ounces,July 2017,8.0,8.0,9.0,9.0,8.0,Static Ethiopia Konga Washed,Espresso Republic,92.0,,
"Madison, Wisconsin","Chiriqui Province, far western Panama",Light,67/97,$68.50/4 ounces,July 2017,10.0,,9.0,10.0,9.0,Ninety Plus Gesha Estates Limited Batch #227,JBC Coffee Roasters,97.0,,9.0
"Shanghai, China",Not disclosed,Medium,46/64,RMB $60/8 ounces,July 2017,9.0,,8.0,9.0,8.0,Our Blend Espresso,Huzaza Cafe,93.0,9.0,
"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,51/74,$17.95/12 ounces,July 2017,9.0,,9.0,8.0,8.0,Adado Shara Ethiopia Washed,Lexington Coffee Roasters,92.0,,8.0
"Madison, Wisconsin","Lintong growing region, North Sumatra Province, Sumatra, Indonesia",Medium-Light,54/80,$16.50/12 ounces,July 2017,10.0,,9.0,9.0,8.0,Tano Batak Sumatra,JBC Coffee Roasters,95.0,,9.0
"Chicago, Illinois","Nyeri growing region, south-central Kenya",Light,62/84,$14.00/12 ounces,July 2017,9.0,,9.0,9.0,8.0,Makwa Kenya AB,Big Shoulders Coffee,94.0,,9.0
"Lexington, Virginia","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,54/78,$18.95/12 ounces,July 2017,9.0,,9.0,9.0,8.0,Calle San Juan Costa Rica Honey,Lexington Coffee Roasters,93.0,,8.0
"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,53/78,$17.95/12 ounces,July 2017,9.0,,9.0,9.0,8.0,Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,93.0,,8.0
"Nantou Hsien, Taiwan",Taiwan,Light,74/93,NT $600/8 ounces,July 2017,8.0,,8.0,8.0,7.0,Honey-Processed Coffee,Jacob's Estate Musicaffe Workshop,89.0,,8.0
"Tulsa, Oklahoma","Gaitania, Tolima Department, central Colombia",Medium-Light,54/75,$15.99/12 ounces,June 2017,9.0,,9.0,9.0,8.0,Finca El Guamo Colombia,Topeca Coffee Roasters,94.0,,9.0
"Kalehe, South Kivu Province, Democratic Republic of the Congo","Kalehe, South Kivu Province, Democratic Republic of the Congo",Medium,46/70,NT $520/16 ounces,June 2017,9.0,,9.0,9.0,8.0,Congo Lake Kivu Kavisa Bourbon,Kakalove Cafe,93.0,,8.0
"Chia-Yi, Taiwan","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,56/76,NT $600/16 ounces,June 2017,9.0,,9.0,9.0,8.0,Ethiopia Natural Guji Kayon Mountain,Kakalove Cafe,93.0,,8.0
"Allen, Texas","Huila Department, southern Colombia",Medium,45/68,$13.00/12 ounces,June 2017,8.0,,8.0,8.0,8.0,Kolombian,King's Koffee,90.0,,8.0
"Boulder, Colorado","Nyeri growing region, south-central Kenya",Medium-Light,54/76,$20.00/12 ounces,June 2017,9.0,,8.0,9.0,9.0,Kenya Ndaroini AA,Dragonfly Coffee Roasters,94.0,,9.0
"San Diego, California","Santa Ana Department, El Salvador",Medium-Light,54/78,$35.00/12 ounces,June 2017,9.0,,9.0,9.0,9.0,El Salvador Finca Kilimanjaro Natural,Bird Rock Coffee Roasters,94.0,,8.0
"Montrose, Colorado","Kirambo, Karongi District, Rwanda",Medium-Light,53/76,$14.00/250 grams,June 2017,8.0,,9.0,9.0,8.0,Gitesi Rwanda,Cimarron Coffee Roasters,93.0,,9.0
"Madison, Wisconsin","Murang’a Foothills, Aberdare Ridge, Central Province, Kenya",Medium-Light,53/76,$20.90/12 ounces,June 2017,9.0,,9.0,10.0,9.0,Kamagogo Kenya,JBC Coffee Roasters,96.0,,9.0
"Madison, Wisconsin",Not disclosed,Medium-Light,53/75,$15.75/12 ounces,June 2017,9.0,,8.0,9.0,9.0,Twisted 4.0 Espresso,JBC Coffee Roasters,94.0,9.0,
"Topeka, Kansas","Santa Ana Department, El Salvador",Medium,50/71,$35.00/12 ounces,June 2017,9.0,,9.0,9.0,9.0,El Salvador Finca Kilimanjaro Cascara Fermentation Aida Batlle,PT's Coffee Roasting,95.0,,9.0
"San Rafael, California","Nyaruguru, southern Rwanda",Medium-Light,55/76,$15.95/12 ounces,June 2017,9.0,,8.0,9.0,8.0,Rwanda Nyampinga,Equator Coffees and Teas,92.0,,8.0
"Santa Rosa Beach, Florida","Nayamasheke District, Western Province, Rwanda",Medium-Light,51/72,$19.95/12 ounces,June 2017,8.0,,9.0,9.0,8.0,Jarama Rwanda,Amavida Coffee Roasters,92.0,,8.0
"Sacramento, California","El Boquerón region, El Salvador",Medium-Light,57/80,$19.50/12 ounces,June 2017,8.0,,8.0,9.0,8.0,El Salvador La Loma Gloria Washed,Old Soul Co.,92.0,,9.0
"Pahala, Hawaii","Ka’u growing region, Big Island of Hawaii",Medium-Light,52/76,$24.00/8 ounces,June 2017,9.0,,8.0,9.0,8.0,Ka’u Natural Typica,Rusty's Hawaiian Coffee,92.0,,8.0
"Tucson, Arizona","El Boquerón region, El Salvador",Light,60/82,$16.99/12 ounces,June 2017,9.0,,8.0,9.0,8.0,Loma La Gloria Natural,Presta Coffee Roasters,93.0,,9.0
"Kigali, Rwanda","Rukara, Eastern Province, Rwanda",Medium-Light,54/76,$13.99/12 ounces,June 2017,9.0,,8.0,9.0,9.0,Rwanda Twongere Umusaruro,Question Coffee,93.0,,8.0
"Seattle, Washington","Nyeri growing region, south-central Kenya",Medium-Light,56/76,$18.95/12 ounces,June 2017,9.0,,9.0,9.0,8.0,Kenya Nyeri Kiamaina PB,Seattle Coffee Works,93.0,,8.0
"Austin, Texas","Nyaruguru, southern Rwanda",Medium-Light,51/71,$18.00/12 ounces,June 2017,9.0,,9.0,9.0,8.0,Rwanda Nyampinga,Texas Coffee Traders,93.0,,8.0
"Denton, Texas","El Boquerón region, El Salvador",Medium-Light,58/78,$16.50/12 ounces,June 2017,9.0,,9.0,9.0,8.0,Montaña de Abi Anny Ruth El Salvador,West Oak Coffee,93.0,,8.0
"Thornton, Colorado","Kalehe, South Kivu Province, Democratic Republic of the Congo",Medium,52/65,$8.99/8 ounces,June 2017,9.0,,8.0,9.0,8.0,Congo Muungano,Allegro Coffee Roasters,92.0,,8.0
"San Diego, California","Cundinamarca Department, central Colombia",Light,62/84,,June 2017,9.0,,8.0,9.0,9.0,Colombia La Palma Y El Tucan Gesha,Bird Rock Coffee Roasters,94.0,,9.0
"Mountain View, Hawaii","Puna District, Big Island of Hawaii",Medium-Light,54/74,$29.00/10 ounces,June 2017,9.0,,9.0,9.0,8.0,Puna Natural,Big Island Coffee Roasters,94.0,,9.0
"San Diego, California","El Boquerón region, El Salvador",Medium,50/71,$17.00/12 ounces,June 2017,9.0,,9.0,9.0,8.0,El Salvador Anny Ruth Red Honey,Manzanita Roasting Company,93.0,,8.0
"Chino, California","Maputo, Ecuador",Medium-Light,59/75,$21.00/12 ounces,may-17,8.0,,8.0,8.0,8.0,Static Tio Emilio Pichincha Ecuador,Espresso Republic,90.0,,8.0
"Shanghai, China",Not disclosed,Medium,49/57,RMB $88.00/454 grams,may-17,8.0,,8.0,9.0,8.0,Selected Medium Roast Espresso,"Shanghai Creation Trading Co, Ltd.",92.0,9.0,
"Shanghai, China",Not disclosed,Medium-Dark,42/57,RMB $80.00/454 grams,may-17,9.0,,8.0,8.0,7.0,Selected Full City Roast Espresso,"Shanghai Creation Trading Co, Ltd.",91.0,9.0,
"Holulaloa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,54/80,$49.95/8 ounces,may-17,9.0,,9.0,9.0,8.0,Bourbon Peaberry,Hula Daddy Kona Coffee,94.0,,9.0
"Vancouver, British Columbia, Canada","Lintong growing region, North Sumatra Province, Sumatra, Indonesia",Medium-Light,54/80,$14.99/12 ounces,may-17,9.0,,9.0,9.0,8.0,Sumatra Boru Batak,Notch Coffee,94.0,,9.0
"Vancouver, British Columbia, Canada","Maragua, Muranga County, Kenya",Medium-Light,55/78,$13.99/12 ounces,may-17,9.0,,9.0,9.0,8.0,Kenya Marumi AA,Notch Coffee,93.0,,8.0
"Vancouver, British Columbia, Canada",Kenya,Medium-Light,51/75,$14.99/12 ounces,may-17,8.0,,9.0,9.0,8.0,Competition Espresso,Notch Coffee,93.0,9.0,
"Hong Kong, China","Yunnan, China; Indonesia; Colombia; Brazil",Medium,46/66,HK $150/1 kilogram,may-17,8.0,,7.0,8.0,7.0,Espresso Blend #01 Full City Roast,A.R.C.,88.0,8.0,
"Chia-Yi, Taiwan","Kayanza, Kabuye, Burundi",Medium-Light,50/76,NT $600/16 ounces,may-17,9.0,,8.0,9.0,7.0,Burundi Kayanza Kabuye Mpanga Natural,Kakalove Cafe,91.0,,8.0
"San Juan, Puerto Rico","Utuado, central Puerto Rico",Medium-Light,54/69,$17.00/8 ounces,may-17,8.0,,7.0,8.0,7.0,100% Arabica Coffee from Puerto Rico,Caribeans,87.0,,7.0
"Boulder, Colorado","Bench-Maji Zone, Southern Ethiopia",Medium-Light,55/78,$35.00/8 ounces,may-17,9.0,,9.0,9.0,9.0,Gesha Village Estate Bench Maji Gesha G1,Dragonfly Coffee Roasters,95.0,,9.0
"Boulder, Colorado","Huila, Colombia",Medium-Light,54/80,$18.00/12 ounces,may-17,8.0,,9.0,8.0,8.0,Pink Bourbon Colombia Cauca,Dragonfly Coffee Roasters,91.0,,8.0
"Billings, Montana",Brazil; Kenya; Guatemala,Light,54/88,$17.25/12 ounces,may-17,9.0,,8.0,9.0,8.0,Barrel Proof,Revel Coffee,92.0,,
"Lake Forest, Illinois","Jinotega Department, north-central Nicaragua",Light,70/89,$19.99/12 ounces,may-17,9.0,,8.0,9.0,8.0,Barrel-Aged Coffee,Reprise Coffee Roasters,92.0,,8.0
"Lincoln, California","Yirgacheffe growing region, southern Ethiopia",Medium-Dark,36/46,$19.99/12 ounces,may-17,9.0,,8.0,9.0,7.0,Wine-Barrel-Aged Ethiopia,San Francisco Bay Coffee,91.0,,8.0
"San Diego, California",Central Kenya,Medium-Light,55/76,$20.00/8 ounces,may-17,9.0,,9.0,9.0,8.0,Bourbon-Barrel-Aged Kenya Baragu,Modern Times Coffee,94.0,,9.0
"Portland, Oregon","Apaneca-Ilamatapec growing region, western El Salvador",Medium-Light,61/80,$22.00/12 ounces,may-17,9.0,,9.0,9.0,8.0,Pinot Noir-Aged El Salvador,Water Avenue Coffee,93.0,,8.0
"Mountain View, Hawaii","Puna District, Big Island of Hawaii",Medium,44/58,$24.00/8 ounces,may-17,9.0,,8.0,9.0,9.0,Puna Theobroma Coffee,Big Island Coffee Roasters,92.0,,7.0
"San Rafael, California","Dolok Sanggul, Lintong growing region, North Sumatra, Indonesia",Medium-Light,53/73,$18.00/12 ounces,may-17,9.0,,9.0,9.0,8.0,Aged Sumatra Ulos Batak Peaberry,Equator Coffees & Teas,94.0,,9.0
"Ramsey, Minnesota",Africa; the Pacific; South America,Medium,44/70,$16.95/12 ounces,may-17,9.0,,9.0,9.0,7.0,Espresso Havana,Paradise Roasters,93.0,9.0,
"Chino, California","Iquira, Huila Department, Colombia",Medium-Light,56/78,$17.00/12 ounces,may-17,9.0,,8.0,9.0,8.0,Static Rio Negro Colombia,Espresso Republic,92.0,,8.0
"Chino, California","Santa Luzia, Brazil",Medium-Light,55/76,$15.00/12 ounces,may-17,8.0,,8.0,8.0,7.0,Static Santa Luzia Brazil,Espresso Republic,88.0,,7.0
"Chia-Yi, Taiwan","Cundinamarca Department, central Colombia",Medium-Light,51/72,NT $500/16 ounces,may-17,9.0,,9.0,9.0,8.0,Colombia La Palma and El Tucan Espresso,Kakalove Cafe,94.0,9.0,
"Santa Rosa Beach, Florida","Chiriqui Province, Panama",Light,60/84,$29.95/3.4 ounces,may-17,9.0,,9.0,9.0,8.0,Ninety Plus Estate Panama Gesha Lycello,Amavida Coffee Roasters,93.0,,8.0
"Thermopolis, Wyoming","Central Valley, Costa Rica",Medium,44/58,$12.00/12 ounces,April 2017,9.0,,8.0,8.0,8.0,Costa Rica Microlot White Honey,Jackrabbit Java,90.0,,7.0
"Thermopolis, Wyoming",Not disclosed,Medium-Dark,37/47,$12.00/12 ounces,April 2017,8.0,,9.0,9.0,7.0,Hopper Blend Espresso,Jackrabbit Java,91.0,8.0,
"Youngstown, Ohio","San Ignacio, northern Peru",Medium-Light,56/81,$13.25/10 ounces,April 2017,9.0,,8.0,9.0,8.0,Peru Rayos del Sol Single Farm,Branch Street Coffee Roasters,91.0,,7.0
"San Diego, California","Yirgacheffe, southern Ethiopia",Medium-Light,56/78,$24.00/12 ounces,April 2017,9.0,,8.0,9.0,8.0,Ethiopia Tawo Mok,The WestBean Coffee Roasters,92.0,,8.0
"Sacramento, California",Brazil; Costa Rica; Africa,Medium,44/70,$16.75/12 ounces,April 2017,9.0,,8.0,9.0,8.0,Dharma Blend Espresso,Temple Coffee and Tea,93.0,9.0,
"Floyd, Virginia",Ethiopia,Medium-Light,56/80,$14.49/12 ounces,April 2017,9.0,,9.0,9.0,8.0,Flight Seasonal Espresso,Red Rooster Coffee Roaster,94.0,9.0,
"Billings, Montana",South-central Kenya,Medium-Light,56/77,$14.50/12 ounces,April 2017,9.0,,9.0,10.0,9.0,Kenya Kabare AA,Revel Coffee,96.0,,9.0
"Sacramento, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,56/75,$15.49/12 ounces,April 2017,9.0,,8.0,9.0,8.0,Ethiopia Sidamo Mulish,Temple Coffee and Tea,93.0,,9.0
"Floyd, Virginia","San Ignacio, northern Peru",Light,62/82,$14.99/12 ounces,April 2017,9.0,,9.0,9.0,8.0,Milepost Peru Rayos del Sol,Red Rooster Coffee Roaster,93.0,,8.0
"Sacramento, California",Brazil; Ethiopia; Costa Rica,Medium-Light,55/78,$16.75/12 ounces,April 2017,8.0,,9.0,9.0,8.0,Three Pillars Blend,Temple Coffee and Tea,92.0,,8.0
"Sacramento, California","Central Valley, Costa Rica",Medium-Light,56/78,$15.49/12 ounces,April 2017,8.0,,8.0,9.0,8.0,Costa Rica Sonoran Estate Red Catuai,Temple Coffee and Tea,91.0,,8.0
"Sacramento, California","Matas de Minas growing region, Minas Gerais State, Brazil",Medium-Light,52/70,$17.00/12 ounces,April 2017,8.0,,8.0,8.0,8.0,Brazil Matas de Minas,Temple Coffee and Tea,90.0,,8.0
"Charlottesville, Virginia","Bench-Maji Zone, Southern Ethiopia",Medium-Light,56/77,$88.00/8 ounces,April 2017,9.0,,9.0,9.0,8.0,"Gesha, Gesha Village 1931",Mudhouse Coffee Roasters,94.0,,9.0
