Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Name,Roaster,Rating,With Milk,Acidity
"Taipei, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,59/77,NT $360/225 grams,April 2021,9.0,9.0,9.0,9.0,8.0,Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,Coffee Please,94.0,,
"Chia-Yi, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,56/76,NT $210/8 ounces,April 2021,9.0,,9.0,9.0,8.0,Ethiopia Natural Guji,Kakalove Cafe,94.0,9.0,
"Chia-Yi, Taiwan",Costa Rica,Medium-Light,52/70,NT $250/8 ounces,April 2021,9.0,,9.0,9.0,8.0,Costa Rica Yellow Honey Kinka Bear Lot 20-02,Kakalove Cafe,94.0,9.0,
"Taipei, Taiwan","Guji Zone, southern Ethiopia",Light,62/80,NT $350/225 grams,April 2021,9.0,9.0,9.0,9.0,8.0,Ethiopia Guji Shakiso Dambi Udo Honey,Coffee Please,94.0,,
"Chia-Yi, Taiwan","yeri growing region, south-central Kenya",Medium-Light,60/78,NT $390/8 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,Kenya Washed Nyeri Gichathaini Factory AB,Kakalove Cafe,94.0,,
"San Diego, California","Huila Department, Colombia",Medium-Light,60/80,$29.00/12 ounces,April 2021,9.0,9.0,9.0,9.0,9.0,Colombia Pink Bourbon Honey,Bird Rock Coffee Roasters,95.0,,
"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,60/78,$22.00/12 ounces,April 2021,9.0,9.0,9.0,9.0,9.0,Karatina Kenya,JBC Coffee Roasters,95.0,,
"Madison, Wisconsin","Trujillo, Valle del Cauca Department, Colombia",Light,62/80,$28.00/8 ounces,April 2021,9.0,9.0,9.0,9.0,9.0,Cerro Azul Geisha,JBC Coffee Roasters,95.0,,
"Holualoa, Hawaii","Kona growing region, Big Island of Hawai’i",Medium-Light,58/80,$49.95/7 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,Kona SL34 Sweet Spot,Kona Farm Direct,94.0,,
"Madison, Wisconsin","Haraaz growing region, Yemen",Medium-Light,58/82,$17.50/8 ounces,April 2021,9.0,9.0,9.0,9.0,9.0,Haraaz Red,JBC Coffee Roasters,95.0,,
"San Diego, California","Nariño region, Antioquia Department, Colombia",Medium-Light,54/71,$19.00/12 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Suyusama Colombia,Bird Rock Coffee Roasters,93.0,,
"Lincoln, California","Antioquia Department, Colombia",Medium-Light,52/70,$12.99/11 ounces,April 2021,9.0,8.0,9.0,8.0,7.0,Private Reserve Colombia Antioquia,San Francisco Bay Coffee,91.0,,
"Madison, Wisconsin","Paez region, Cauca Department, Colombia",Medium-Light,58/78,$16.20/12 ounces,April 2021,9.0,9.0,8.0,9.0,8.0,Las Brisas Colombia,JBC Coffee Roasters,93.0,,
"Lincoln, California","Huye District, southern Rwanda",Medium-Light,54/72,$12.99/11 ounces,April 2021,9.0,8.0,8.0,8.0,7.0,Private Reserve Rwanda Huye,San Francisco Bay Coffee,90.0,,
"Taichung City, Taiwan","Sidama (also Sidamo) growing region, southern Ethiopia",Light,62/80,NT $450/227 grams,April 2021,9.0,8.0,8.0,9.0,8.0,Ethiopia Sidamo G2 Washed,Cheer Beans,92.0,,
"Lincoln, California","Renacimiento District, Chiriquí Province, Panama",Medium,47/67,$12.99/11 ounces,April 2021,8.0,7.0,8.0,8.0,7.0,Private Reserve Panama La Huaca,San Francisco Bay Coffee,88.0,,
"Bozeman, Montana","El Guarco, Cartago Province, Costa Rica",Medium-Light,58/80,$29.95/12 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Costa Rica Gesha Tobosi Natural,RamsHead Coffee Roasters,93.0,,
"Portland, Maine","Kiambu growing region, south-central Kenya",Medium-Light,58/78,$18.50/16 ounces,April 2021,9.0,9.0,8.0,9.0,8.0,Kenya Kiambu Kiriga AA,Coffee By Design,93.0,,
"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/72,$23.00/12 ounces,April 2021,9.0,,8.0,9.0,8.0,Ethiopia Harsu Haro Single-Origin Espresso,Temple Coffee Roasters,93.0,9.0,
"Portland, Maine","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/80,$18.50/16 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Heyilu Butiya,Coffee By Design,93.0,,
"Bozeman, Montana","Kerinci Highlands, Jambi Province, Sumatra, Indonesia",Medium-Light,54/72,$17.95/12 ounces,April 2021,9.0,8.0,8.0,9.0,8.0,Sumatra Kerinci Highlands Honey,RamsHead Coffee Roasters,92.0,,
"Spokane, Washington","Muhanga District, Southern Province, Rwanda",Medium-Light,60/78,$16.00/12 ounces,April 2021,9.0,8.0,8.0,9.0,8.0,Rwanda Sholi,Indaba Coffee Roasters,92.0,,
"Spokane, Washington","Huehuetenango growing region, Guatemala",Medium-Light,55/73,$30.00/12 ounces,April 2021,8.0,8.0,9.0,9.0,8.0,Guatemala Villatoro Anaerobic,Indaba Coffee Roasters,92.0,,
"Spokane, Washington","Atitlán growing region, Guatemala",Medium-Light,60/78,$16.00/12 ounces,April 2021,8.0,8.0,8.0,9.0,8.0,Guatemala Monja Blanca,Indaba Coffee Roasters,91.0,,
"Spokane, Washington","Gedeb District, Gedeo Zone, Ethiopia",Light,64/86,$16.00/12 ounces,April 2021,8.0,8.0,8.0,9.0,8.0,Ethiopia Wuri Washed,Indaba Coffee Roasters,91.0,,
"Spokane, Washington","Bebesen District, Aceh Tengah, Sumatra, Indonesia",Medium-Light,55/77,$16.00/12 ounces,April 2021,8.0,8.0,8.0,9.0,7.0,Sumatra Ketiara,Indaba Coffee Roasters,90.0,,
"Spokane, Washington","Amhara Region, Ethiopia",Medium-Light,54/74,$16.00/12 ounces,April 2021,8.0,8.0,8.0,8.0,8.0,Ethiopia Amhara Natural,Indaba Coffee Roasters,90.0,,
"Austin, Texas",Ethiopia,,0/0,$14.99/12 ounces,April 2021,6.0,6.0,7.0,6.0,5.0,Original Gold Coffee Pouches,Golden Ratio,80.0,,
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$87.50/8 ounces,April 2021,9.0,9.0,9.0,10.0,9.0,Kona Mocca®,Hula Daddy Kona Coffee,96.0,,
"Branford, Connecticut","Boquete growing region, western Panama",Light,62/84,$120.00/16 ounces,April 2021,9.0,9.0,9.0,9.0,9.0,Panama Elida Green-Tip Geisha La Torre ASD,Willoughby's Coffee & Tea,95.0,,
"Mountain View, Hawai’i","Kona growing region, Big Island of Hawai’i",Medium-Light,56/76,$35.00/10 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,Kona Peaberry,Big Island Coffee Roasters,94.0,,
"San Diego, California","Boquete growing region, Panama",Light,60/82,$29.00/12 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,Panama Finca Los Lajones Natural,Bird Rock Coffee Roasters,94.0,,
"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/76,$33.00/8 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,SL28,Hala Tree Kona Coffee,94.0,,
"Holualoa, Hawai’i","Kona growing region, Big Island of Hawai’i",Medium-Light,58/76,$50.00/7 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,Bourbon Pointu Natural,Kona Farm Direct,94.0,,
"Santa Rosa Beach, Florida","Marcala, La Paz Department, Honduras",Medium-Light,52/70,$18.00/12 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Honey Honduras Comsa,Amavida Coffee Roasters,93.0,,
"San Diego, California","El Soccoro, Honduras",Medium-Light,58/76,$16.00/12 ounces,April 2021,9.0,9.0,8.0,9.0,8.0,Honduras Los Amigos,Modern Times Coffee,93.0,,
"Kihei, Hawai’i","Ka'u District, Big Island of Hawai’i",Medium-Light,60/78,$47.00/12 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Miranda’s Farms Hawai’i Caturra,Origin Coffee Roasters,93.0,,
"Islamorada, Florida","Sipi Falls, Bugisu Region, Uganda",Medium-Light,54/74,$20.00/12 ounces,April 2021,8.0,8.0,8.0,9.0,8.0,Uganda Utz Sipi Falls,Islamorada Coffee Roasters,91.0,,
"Henderson, Nevada","Nariño Department, southern Colombia",Medium-Light,58/72,$12.50/12 ounces,April 2021,8.0,8.0,8.0,9.0,8.0,Colombia Nariño,Dragonfly Coffee Roasters,91.0,,
"Douliou City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/82,NT $400/220 grams,April 2021,9.0,9.0,9.0,9.0,8.0,Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,Atom Coffee Roasters,94.0,,
"Toronto, Ontario, Canada",Brazil; Colombia,Medium,46/62,CAD $18.00/12 ounces,April 2021,9.0,,8.0,9.0,8.0,Turbo Espresso,Propeller Coffee,93.0,9.0,
"Toronto, Ontario, Canada","ainantu District, Eastern Highlands Province, Papua New Guinea",Medium-Light,55/75,CAD $21.00/12 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Papua New Guinea Baroida Natural,Propeller Coffee,93.0,,
"Toronto, Ontario, Canada",Colombia; Burundi,Medium-Light,58/76,CAD $18.00/12 ounces,April 2021,9.0,8.0,8.0,9.0,8.0,Foundry Blend,Propeller Coffee,92.0,,
"Toronto, Ontario, Canada","ainantu District, Eastern Highlands Province, Papua New Guinea",Medium-Light,58/76,CAD $21.00/12 ounces,April 2021,9.0,8.0,8.0,9.0,8.0,Papua New Guinea Baroida Washed,Propeller Coffee,92.0,,
"Toronto, Ontario, Canada","Kainantu District, Eastern Highlands Province, Papua New Guinea",Medium-Light,56/74,CAD $21.00/12 ounces,April 2021,8.0,8.0,9.0,9.0,8.0,Papua New Guinea Baroida Honey,Propeller Coffee,92.0,,
"Minneapolis, Minnesota","Haraaz growing region, Yemen",Medium-Light,58/78,$24.95/4 ounces,April 2021,9.0,9.0,9.0,9.0,8.0,Yemen Al Mashtal Al Burhani,Paradise Roasters,94.0,,
"Madison, Wisconsin","Congonama, Loja region, Ecuador",Medium-Light,58/76,$19.75/12 ounces,April 2021,9.0,9.0,8.0,9.0,8.0,Reina de la Asuncion Ecuador,JBC Coffee Roasters,93.0,,
"Minneapolis, Minnesota","Algeciras, Huila, Colombia",Light,62/80,$19.95/6 ounces,April 2021,9.0,8.0,9.0,9.0,8.0,Colombia Finca El Vergal Geisha/Java Natural,Paradise Roasters,93.0,,
"Lexington, Virginia","South Kivu Province, Democratic Republic of the Congo",Medium-Light,60/80,$18.95/12 ounces,April 2021,9.0,9.0,8.0,9.0,8.0,Nayamasasa Democratic Republic of the Congo,Lexington Coffee Roasters,93.0,,
"Minneapolis, Minnesota","Caicedo, Antioquia Department, Colombia",Light,64/84,$24.95/4 ounces,April 2021,9.0,9.0,8.0,9.0,8.0,Colombia Chiroso Natural,Paradise Roasters,93.0,,
"Floyd, Virginia",Ethiopia; Dominican Republic,Medium-Light,58/74,$18.99/12 ounces,April 2021,9.0,,9.0,9.0,9.0,Flight Seasonal Espresso,Red Rooster Coffee Roaster,95.0,9.0,
"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,54/76,NT $500/8 ounces,March 2021,9.0,,9.0,9.0,9.0,Panama Boquete Flor De Mariposa Geisha Espresso,Kakalove Cafe,96.0,10.0,
"Johns Creek, Georgia","Guji Zone, Oromia Region, southern Ethiopia",Light,62/84,$17.99/12 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Guji Ethiopia Washed,Peach Coffee Roasters,94.0,,
"Harrisonburg, Virginia","Huila Department, Colombia",Light,64/82,$9.99/4 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Colombia Monteblanco Geisha,Merge Coffee Company,94.0,,
"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,64/84,$16.00/230 grams,March 2021,9.0,9.0,9.0,9.0,8.0,Ethiopia Gedeo Kochere Reko Natural,Interpretation Coffee,94.0,,
"Chia-Yi, Taiwan","Central Valley, Costa Rica",Medium-Light,52/70,NT $270/8 ounces,March 2021,9.0,,9.0,9.0,8.0,Costa Rica Aris Red Honey Lot 2002 Espresso,Kakalove Cafe,94.0,9.0,
"Fitchburg, Wisconsin","Cauca Department, Colombia",Medium-Light,58/76,$14.20/12.64 ounces,March 2021,8.0,9.0,8.0,9.0,8.0,Belquis Ramirez Lemus Colombia Coffee for Peace,True Coffee Roasters,92.0,,
"Fitchburg, Wisconsin","Cauca Department, Colombia",Medium-Light,59/77,$14.20/12.64 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Asprole Blend #1 Colombia Coffee for Peace,True Coffee Roasters,92.0,,
"Madison, Wisconsin",South America; Central America; Africa,Medium-Light,54/74,$15.75/12 ounces,March 2021,9.0,,9.0,9.0,8.0,Twisted V.6 Espresso,JBC Coffee Roasters,94.0,9.0,
"Sacramento, California","Muhanga District, Southern Province, Rwanda",Medium-Light,59/77,$19.00/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Rwanda Sholi,Temple Coffee Roasters,93.0,,
"Madison, Wisconsin","Wenango District, Gedeo Zone, Ethiopia",Light,62/80,$18.75/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Addis Katema,JBC Coffee Roasters,93.0,,
"Meeteetse, Wyoming",Not disclosed,Medium,50/68,$14.99/12 ounces,March 2021,8.0,8.0,9.0,9.0,8.0,Easter Sunrise Blend,Mystic Monk Coffee,92.0,,
"Sacramento, California","Cajamarca region, northern Peru",Medium-Light,56/74,$19.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Peru Jheyner Roman,Temple Coffee Roasters,92.0,,
"Sacramento, California","Nariño Department, Colombia",Medium-Light,58/78,$19.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Colombia La Victoria,Temple Coffee Roasters,92.0,,
"Minneapolis, Minnesota","Lintong growing region, Sumatra, Indonesia",Medium,45/63,$18.95/12 ounces,March 2021,9.0,8.0,9.0,9.0,9.0,Aged Sumatra Ulos Batak 2015,Paradise Roasters,94.0,,
"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,60/80,$29.95/4 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Kona Uluwehi SL34,Paradise Roasters,94.0,,
"Minneapolis, Minnesota","Huila Department, Colombia",Light,64/82,$14.95/6 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Colombia Pink Bourbon Finca El Chaparote,Paradise Roasters,94.0,,
"Minneapolis, Minnesota","Cerrado growing region, Brazil",Light,64/84,$39.95/4 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,Brazil Daterra Aramosa Anaerobic Honey,Paradise Roasters,93.0,,
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium,46/62,$19.95/4 ounces,March 2021,8.0,8.0,9.0,9.0,8.0,Kona Classic Dark,Paradise Roasters,92.0,,
"Minneapolis, Minnesota","Huai Mae Liam, Chiang Rai, Thailand",Light,64/80,$24.95/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Thailand Huai Mae Liam White Honey,Paradise Roasters,92.0,,
"Bogota, Colombia","Quindío Department, Colombia",Medium-Dark,40/56,$15.75/12 ounces,March 2021,8.0,,8.0,9.0,7.0,Espresso,Lina Premium Coffee,91.0,9.0,
"Bogota, Colombia","Risaralda Department, Colombia",Medium-Light,52/70,$15.75/12 ounces,March 2021,8.0,8.0,8.0,9.0,7.0,Estate Finca La Lina,Lina Premium Coffee,90.0,,
"Shanghai, China",Ethiopia; Brazil; Guatemala; Colombia,Medium,48/64,$28.80/500 grams,March 2021,9.0,,8.0,9.0,8.0,5S Select Coffee Bean,Belray Coffee,93.0,9.0,
"San Diego, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,$20.00/12 ounces,March 2021,9.0,8.0,9.0,9.0,9.0,Ethiopia Neja Fadil,Bird Rock Coffee Roasters,94.0,,
"San Diego, California","South Kivu Province, Democratic Republic of the Congo",Light,62/80,$21.00/12 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,Congo Muungano,Bird Rock Coffee Roasters,93.0,,
"Taipei, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/74,NT $400/227 grams,March 2021,8.0,8.0,8.0,9.0,8.0,Ethiopia Guji Hambela G1 Natural,RanGuo Coffee,91.0,,
"Manlius, New York","Cusco, Peru",Medium-Light,60/78,$27.00/8 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Peru Buena Vista Valerio Almanza Ccahua,SkyTop Coffee,94.0,,
"Lincoln, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$12.99/10 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Private Reserve Ethiopia Barrel-Aged,San Francisco Bay Coffee,92.0,,
"Lincoln, California","Naranjo, West Valley, Costa Rica",Medium,51/69,$12.99/11 ounces,March 2021,8.0,8.0,8.0,9.0,8.0,Private Reserve Costa Rica Naranjo,San Francisco Bay Coffee,91.0,,
"Lincoln, California","Antigua, Guatemala",Medium,50/66,$12.99/11 ounces,March 2021,8.0,8.0,8.0,9.0,7.0,Private Reserve Guatemala Medina Estate,San Francisco Bay Coffee,90.0,,
"Reno, Nevada","Volcan growing region, western Panama",Medium-Light,60/78,$20.00/12 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Panama Finca Santa Teresa Lot 9,Old World Coffee Lab,94.0,,
"Bozeman, Montana","San José, La Paz Department, Honduras",Medium-Light,56/74,$15.95/12 ounces,March 2021,8.0,,9.0,8.0,8.0,Honduro-Spro,RamsHead Coffee Roasters,92.0,9.0,
"Yilan, Taiwan","Cobán growing region, central Guatemala",Medium-Light,58/78,NT $320/200 grams,March 2021,9.0,9.0,9.0,9.0,8.0,Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,Small Eyes Cafe,94.0,,
"Reno, Nevada","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/78,$19.00/12 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Ethiopia Halo Hartume Daniel Mijane,Old World Coffee Lab,94.0,,
"Bozeman, Montana","Tarrazu, Costa Rica",Medium-Light,60/76,$16.95/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Costa Rica La Pastora Honey,RamsHead Coffee Roasters,92.0,,
"Osaka, Japan","Cauca, Colombia",Light,85/105,"¥ 1,580/100 grams",March 2021,9.0,9.0,9.0,10.0,9.0,Colombia Cauca El Paraiso,SOT Coffee Roaster,96.0,,
"Osaka, Japan","Yunlin, Taiwan",Light,79/92,"¥ 2,640/50 grams",March 2021,9.0,9.0,9.0,9.0,8.0,Taiwan Songyue Geisha,SOT Coffee Roaster,94.0,,
"Caotun, Nantou, Taiwan",Not disclosed,Medium,47/67,NT $650/455 grams,March 2021,8.0,,8.0,8.0,8.0,Classic Blend Espresso,Doho Coffee Roasters,91.0,9.0,
"Seattle, Washington","Guji Zone, Oromia Region, south-central Ethiopia",Light,62/80,$14.00/225 grams,March 2021,9.0,9.0,8.0,9.0,8.0,Ethiopia Suke Quto,Street Bean,93.0,,
"Redlands, California","Kirinyaga County, south-central Kenya",Light,62/80,$21.00/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Kenya Kirinyaga Peaberry,Wildgoose Coffee Roasters,93.0,,
"Viroqua, Wisconsin","South Kivu, Democratic Republic of the Congo",Light,64/80,$19.00/12 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,Project Congo Muungano,Wonderstate Coffee,93.0,,
"Mendocino, California",Nicaragua; Guatemala; Ethiopia,Medium,50/66,$15.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Humanitarian Grounds,Thanksgiving Coffee Company,92.0,,
"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/78,NT $650/225 grams,March 2021,9.0,9.0,9.0,9.0,8.0,Kenya Nyeri,Green Stone Coffee,94.0,,
"Bellingham, Washington",Ethiopia; Central America,Light,5252/70,$13.00/12 ounces,March 2021,8.0,8.0,9.0,8.0,8.0,Look for the Helpers,Tony's Coffee,91.0,,
"Chicago, Illinois","La Fundadora, Jinotega, Nicaragua",Medium-Light,54/72,$18.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Nicaragua Women Producers,Sip of Hope Community Coffee Roasters,92.0,,
"Charlotte, North Carolina",Papua New Guinea; Colombia,Medium-Light,54/74,$15.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Josh Daniels Grateful Blend,Magnolia Coffee,92.0,,
"Berkeley, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,54/70,$20.50/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Ethiopia Quantit,1951 Coffee Company,92.0,,
"Washington, D.C.",Haiti; Ethiopia,Medium-Light,58/74,$18.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,#She_Builds,Dávila Kafe,92.0,,
"Glendale, California","Acatenango growing region, Guatemala",Light,60/82,$29.50/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Guatemala Acatenango Geisha,Regent Coffee,93.0,,
"San Diego, California",Brazil; Guatemala; Sumatra,Medium-Light,56/72,$20.00/12 ounces,March 2021,9.0,8.0,8.0,9.0,8.0,Memory Lane,Nostalgia Coffee Roasters,92.0,,
"Madison, Wisconsin","Yautepec/Miahuatlan, Oaxaca State, Mexico",Medium-Light,58/78,$19.00/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Monte Alban Mexico,JBC Coffee Roasters,93.0,,
"Kaohsiung City, Taiwan",Ethiopia; Colombia; Nicaragua,Medium-Light,58/76,NT $300/8 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Kimi Blend,Mi's Cafe,93.0,,
"Taipei, Taiwan","Fraijanes Plateau, Guatemala",Medium-Light,60/80,$10.00/8 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,Guatemala Las Victorias Euphora Special Lot,Euphora Coffee,93.0,,
"Durango, Colorado",South-central Kenya,Medium-Light,54/74,$16.95/12 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Kenya Kirinyaga Baragwi Karumandi AA,Durango Coffee Company,94.0,,
"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,54/74,$17.00/12 ounces,March 2021,9.0,9.0,9.0,9.0,8.0,Harimau Tiger Sumatra,JBC Coffee Roasters,94.0,,
"Taipei, Taiwan","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,58/78,NT $372/227 grams,March 2021,9.0,9.0,9.0,9.0,9.0,Ethiopia Sidamo Washed,Coffee Please,95.0,,
"Madison, Wisconsin","San Cristobal Cucho, San Marcos Department, Guatemala",Medium-Light,56/72,$20.00/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,San Antonio Guatemala,JBC Coffee Roasters,93.0,,
"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,54/70,$18.95/12 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,La Esperanza Colombia Estate,Durango Coffee Company,93.0,,
"Madison, Wisconsin","San Ignacio, Cajamarca Region, Peru",Medium-Light,58/76,$19.00/12 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,La Coipa Peru,JBC Coffee Roasters,93.0,,
"Taipei, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/78,NT $252/227 grams,March 2021,9.0,9.0,9.0,9.0,9.0,Ethiopia Guji Uraga Washed,Coffee Please,95.0,,
"Minneapolis, Minnesota","Chiang Rai Province, Thailand",Medium-Light,60/80,$24.95/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,Thailand Pink Valley Natural,Paradise Roasters,93.0,,
"Brooklyn, New York","Canton Lomas de San Marcelino, Coatepeque, Santa Ana, El Salvador",Medium-Light,56/74,$24.00/12 ounces,March 2021,9.0,8.0,9.0,9.0,8.0,El Salvador La Guachocha,Cafe Grumpy,93.0,,
"Brooklyn, New York","antón Montañita, Volcán Santa Ana, El Salvador",Medium-Light,56/73,$24.00/12 ounces,March 2021,9.0,9.0,8.0,9.0,8.0,El Salvador Malacara B Orange,Cafe Grumpy,93.0,,
"Yilan, Taiwan","Aceh Province, Sumatra, Indonesia",Medium,44/62,NT $450/200 grams,March 2021,9.0,,9.0,10.0,9.0,Indonesia Golden Sumatra TP Espresso,GK Coffee,96.0,9.0,
"Sacramento, California",South-central Kenya,Medium-Light,54/72,$22.50/12 ounces,February 2021,9.0,9.0,9.0,9.0,9.0,Kenya Gachatha,Temple Coffee Roasters,95.0,,
"Sacramento, California","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,52/72,$19.00/12 ounces,February 2021,9.0,,9.0,9.0,8.0,Ethiopia Suke Quto Single-Origin Espresso,Temple Coffee Roasters,94.0,9.0,
"Sacramento, California","Oromia growing region, southern Ethiopia",Medium-Light,58/80,$19.00/12 ounces,February 2021,9.0,9.0,9.0,9.0,8.0,Ethiopia Gera Limu,Temple Coffee Roasters,94.0,,
"Sacramento, California","Puno, Sandia Valley, Peru",Medium,52/68,$19.00/12 ounces,February 2021,9.0,8.0,9.0,9.0,8.0,Peru Tambopata,Temple Coffee Roasters,93.0,,
"Lloydminster, Saskatchewan, Canada","Volcan growing region, western Panama",Medium-Light,52/70,CAD $50/200 grams,February 2021,9.0,9.0,9.0,9.0,8.0,Panama Pacamara Natural,Prairie Lily Coffee,94.0,,
"Lloydminster, Saskatchewan, Canada","Volcan growing region, western Panama",Medium,51/67,CAD $45/250 grams,February 2021,9.0,8.0,9.0,9.0,8.0,Panama Geisha,Prairie Lily Coffee,93.0,,
"Berkeley, California","Alajuela, Costa Rica",Medium-Light,58/80,$19.00/12 ounces,February 2021,9.0,8.0,9.0,9.0,8.0,Costa Rica Cloza Estate,Souvenir Coffee,93.0,,
"Minneapolis, Minnesota","Ka'u District, Big Island of Hawai’i",Light,64/84,$24.95/4 ounces,February 2021,9.0,9.0,9.0,9.0,8.0,Ka’u Pink Honey,Paradise Roasters,94.0,,
"Minneapolis, Minnesota","Kainaliu, Kona District, Big Island of Hawai’i",Light,64/86,$29.95/4 ounces,February 2021,9.0,9.0,9.0,9.0,8.0,Kona Maragogype Pink Honey,Paradise Roasters,94.0,,
"Hsinchu, Taiwan",Guatemala; Ethiopia; Brazil; Indonesia,Medium-Light,54/72,NT $300/8 ounces,February 2021,9.0,,9.0,9.0,9.0,RD1 Espresso Blend,RD Cafe,95.0,9.0,
"Minneapolis, Minnesota","Chito, Zamora Chinchipe, Ecuador",Light,547/74,$22.95/12 ounces,February 2021,9.0,8.0,9.0,9.0,8.0,Ecuador La Hormiga “Naty”,Paradise Roasters,93.0,,
"New Taipei City, Taiwan",Guatemala; Brazil; Kenya,Medium-Light,56/76,NT $450/454 grams,February 2021,9.0,,9.0,9.0,9.0,Bull Espresso Blend,MoonMoon Coffee,95.0,9.0,
